datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,severerisk
2005-04-02,1112380200,32.9,14.1,23.2,31.2,14.1,22.7,12.5,56.8,0.0,0.0,0.0,,,,,7.6,330.4,1010.4,3.8,4.0,,,,06:15:34,1112402734,18:46:38,1112447798,0.75,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-03,1112466600,33.7,16.2,24.6,31.9,16.2,24.1,12.5,52.6,0.0,0.0,0.0,,,,,13.0,322.9,1011.1,1.3,4.0,,,,06:14:22,1112489062,18:47:15,1112534235,0.8,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-04,1112553000,34.9,18.2,26.0,33.2,18.2,25.5,14.0,52.5,0.0,0.0,0.0,,,,,7.6,311.4,1009.9,0.0,4.0,,,,06:13:10,1112575390,18:47:52,1112620672,0.84,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-05,1112639400,36.6,16.1,26.1,35.6,16.1,25.8,14.6,54.6,0.0,0.0,0.0,,,,,5.4,115.0,1009.4,0.0,4.0,,,,06:11:59,1112661719,18:48:28,1112707108,0.87,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-06,1112725800,35.9,20.1,28.1,41.6,20.1,28.8,16.7,51.8,0.0,0.0,0.0,,,,,9.4,118.3,1004.8,0.0,4.0,,,,06:10:48,1112748048,18:49:05,1112793545,0.91,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-07,1112812200,35.4,24.9,30.0,34.9,24.9,29.4,13.5,38.5,0.0,0.0,0.0,,,,,11.2,122.3,1000.1,57.1,2.5,,,,06:09:38,1112834378,18:49:42,1112879982,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-04-08,1112898600,32.4,18.7,26.3,30.3,18.7,25.4,6.3,29.8,0.0,0.0,0.0,,,,,9.4,196.0,1005.1,6.3,2.1,,,,06:08:27,1112920707,18:50:19,1112966419,0.98,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-09,1112985000,30.1,15.7,22.5,28.3,15.7,21.8,7.8,45.9,0.0,0.0,0.0,,,,,11.2,190.0,1007.5,0.0,2.3,,,,06:07:18,1113007038,18:50:56,1113052856,0.0,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-10,1113071400,28.1,17.7,22.6,28.0,17.7,22.5,10.3,47.3,0.0,0.0,0.0,,,,,7.6,329.3,1011.0,0.0,3.4,,,,06:06:08,1113093368,18:51:33,1113139293,0.05,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-11,1113157800,30.1,14.7,22.5,28.8,14.7,22.1,9.8,46.0,0.0,0.0,0.0,,,,,9.4,327.2,1013.1,0.0,4.0,,,,06:04:59,1113179699,18:52:10,1113225730,0.08,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-12,1113244200,32.2,14.4,23.8,30.8,14.4,23.3,9.4,42.3,0.0,0.0,0.0,,,,,9.4,320.0,1011.8,10.0,4.0,,,,06:03:51,1113266031,18:52:47,1113312167,0.11,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-13,1113330600,35.4,17.7,26.6,34.4,17.7,26.2,12.0,42.5,0.0,0.0,0.0,,,,,11.2,320.0,1011.0,0.0,4.0,,,,06:02:43,1113352363,18:53:24,1113398604,0.14,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-14,1113417000,37.7,18.1,27.6,39.8,18.1,27.6,14.2,48.0,0.0,0.0,0.0,,,,,3.6,320.0,1009.9,7.5,4.0,,,,06:01:36,1113438696,18:54:01,1113485041,0.17,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-15,1113503400,37.2,18.1,28.6,39.4,18.1,28.7,14.0,44.9,0.0,0.0,0.0,,,,,5.4,140.0,1009.5,15.7,4.0,,,,06:00:29,1113525029,18:54:39,1113571479,0.21,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-16,1113589800,35.4,19.6,28.0,32.7,19.6,26.8,5.2,27.1,0.0,0.0,0.0,,,,,5.4,311.1,1009.9,7.5,4.0,,,,05:59:23,1113611363,18:55:16,1113657916,0.25,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-17,1113676200,35.2,17.6,27.7,32.8,17.6,26.5,7.6,32.8,0.0,0.0,0.0,,,,,9.4,309.2,1009.6,0.0,4.0,,,,05:58:17,1113697697,18:55:54,1113744354,0.27,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-18,1113762600,36.1,18.7,28.4,33.8,18.7,27.3,9.0,34.4,0.0,0.0,0.0,,,,,9.4,303.5,1009.1,0.0,4.0,,,,05:57:12,1113784032,18:56:32,1113830792,0.3,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-19,1113849000,37.2,17.4,28.0,35.4,17.4,27.2,10.5,39.2,0.0,0.0,0.0,,,,,3.6,320.0,1010.3,12.5,4.0,,,,05:56:08,1113870368,18:57:10,1113917230,0.33,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-20,1113935400,38.1,18.1,28.2,37.1,18.1,28.0,13.6,44.4,0.0,0.0,0.0,,,,,3.6,295.0,1011.0,36.3,3.5,,,,05:55:05,1113956705,18:57:48,1114003668,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-04-21,1114021800,38.7,19.9,29.1,37.7,19.9,28.7,13.7,42.6,0.0,0.0,0.0,,,,,5.4,320.0,1007.8,43.8,3.3,,,,05:54:02,1114043042,18:58:26,1114090106,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-04-22,1114108200,37.7,23.9,29.5,37.3,23.9,29.5,15.0,43.7,0.0,0.0,0.0,,,,,3.6,308.1,1006.8,65.0,4.0,,,,05:53:00,1114129380,18:59:04,1114176544,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-04-23,1114194600,36.2,22.4,28.7,35.7,22.4,28.5,15.0,45.3,0.0,0.0,0.0,,,,,9.4,328.9,1007.6,75.0,4.0,,,,05:51:59,1114215719,18:59:42,1114262982,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-04-24,1114281000,36.7,21.1,30.0,37.2,21.1,30.4,16.5,46.6,0.0,0.0,0.0,,,,,5.4,98.8,1007.5,38.6,4.0,,,,05:50:58,1114302058,19:00:20,1114349420,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-04-25,1114367400,35.1,24.2,28.3,37.9,24.2,29.0,18.2,55.4,0.0,0.0,0.0,,,,,16.6,341.4,1007.2,58.8,4.0,,,,05:49:59,1114388399,19:00:59,1114435859,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-04-26,1114453800,33.7,18.7,26.2,33.6,18.7,26.2,17.1,60.6,2.0,100.0,4.17,['rain'],,,,5.4,342.3,1007.4,36.3,3.8,,,,05:49:00,1114474740,19:01:37,1114522297,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,['42101099999'],obs,
2005-04-27,1114540200,32.7,19.2,24.4,34.0,19.2,24.5,17.4,66.7,0.0,0.0,0.0,,,,,11.2,316.9,1005.9,36.3,3.8,,,,05:48:02,1114561082,19:02:16,1114608736,0.6,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,['42101099999'],obs,
2005-04-28,1114626600,32.1,17.6,25.1,33.5,17.6,25.5,16.9,62.8,0.0,0.0,0.0,,,,,5.4,320.0,1004.6,6.3,4.0,,,,05:47:05,1114647425,19:02:55,1114695175,0.64,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-29,1114713000,36.1,17.7,26.4,37.7,17.7,26.9,16.8,58.3,0.0,0.0,0.0,,,,,3.6,205.0,1003.2,16.3,4.0,,,,05:46:09,1114733769,19:03:34,1114781614,0.67,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-04-30,1114799400,35.4,20.4,27.5,36.9,20.4,28.2,17.6,56.8,0.0,0.0,0.0,,,,,9.4,129.8,1003.3,26.3,4.0,,,,05:45:14,1114820114,19:04:13,1114868053,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-05-01,1114885800,30.9,20.9,25.4,32.2,20.9,25.9,18.5,66.7,0.0,0.0,0.0,,,,,7.6,143.9,1006.5,47.5,4.0,,,,05:44:20,1114906460,19:04:52,1114954492,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-05-02,1114972200,34.2,21.9,27.9,36.6,21.9,28.8,18.5,58.7,0.0,0.0,0.0,,,,,5.4,120.3,1005.8,27.5,4.0,,,,05:43:27,1114992807,19:05:31,1115040931,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-05-03,1115058600,26.2,22.1,23.8,26.2,22.1,23.8,20.0,79.9,3.0,100.0,8.33,['rain'],,,,7.6,97.1,1006.2,57.1,3.7,,,,05:42:35,1115079155,19:06:10,1115127370,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,['42101099999'],obs,
2005-05-04,1115145000,33.4,20.1,26.9,35.1,20.1,27.6,19.2,65.7,0.0,0.0,0.0,,,,,5.4,283.7,1005.4,18.8,4.0,,,,05:41:44,1115165504,19:06:49,1115213809,0.85,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-05-05,1115231400,33.7,21.9,28.2,35.0,21.9,28.7,19.4,62.2,0.0,0.0,0.0,,,,,3.6,320.0,1003.3,11.3,3.3,,,,05:40:54,1115251854,19:07:28,1115300248,0.89,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-05-06,1115317800,35.9,22.2,28.6,38.1,22.2,29.7,19.6,61.6,0.0,0.0,0.0,,,,,11.2,304.8,1001.7,6.7,3.7,,,,05:40:05,1115338205,19:08:07,1115386687,0.92,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-05-07,1115404200,36.9,24.1,32.0,37.5,24.1,33.2,18.2,47.8,0.0,0.0,0.0,,,,,7.6,84.8,999.3,18.0,3.6,,,,05:39:18,1115424558,19:08:46,1115473126,0.96,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-05-08,1115490600,37.4,26.9,32.9,47.5,28.1,36.2,20.4,49.1,0.0,0.0,0.0,,,,,9.4,320.0,1001.4,0.0,2.0,,,,05:38:31,1115510911,19:09:26,1115559566,0.0,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-05-09,1115577000,36.2,25.4,29.8,37.7,25.4,30.1,16.9,47.2,0.0,0.0,0.0,,,,,9.4,303.4,1002.8,21.3,3.5,,,,05:37:46,1115597266,19:10:05,1115646005,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-05-10,1115663400,35.4,22.4,29.0,34.1,22.4,28.6,14.7,44.4,0.0,0.0,0.0,,,,,3.6,320.0,1002.3,0.0,4.0,,,,05:37:01,1115683621,19:10:44,1115732444,0.06,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-05-11,1115749800,36.4,21.1,28.6,36.3,21.1,28.6,15.0,46.3,0.0,0.0,0.0,,,,,3.6,320.0,1002.9,0.0,4.0,,,,05:36:18,1115769978,19:11:23,1115818883,0.09,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-05-12,1115836200,39.1,20.2,31.3,39.5,20.2,31.6,15.4,40.3,0.0,0.0,0.0,,,,,3.6,320.0,1002.1,0.0,4.0,,,,05:35:37,1115856337,19:12:02,1115905322,0.13,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-05-13,1115922600,39.2,20.7,29.8,40.4,20.7,29.9,15.2,43.7,0.0,0.0,0.0,,,,,14.8,356.6,1000.0,23.8,3.8,,,,05:34:56,1115942696,19:12:40,1115991760,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-05-14,1116009000,39.1,20.9,30.9,40.9,20.9,31.5,16.3,43.3,0.0,0.0,0.0,,,,,3.6,320.0,1002.4,1.3,4.0,,,,05:34:17,1116029057,19:13:19,1116078199,0.19,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-05-15,1116095400,39.4,21.2,31.0,41.9,21.2,31.6,16.0,43.1,0.0,0.0,0.0,,,,,9.4,320.0,1001.8,14.3,4.0,,,,05:33:39,1116115419,19:13:58,1116164638,0.22,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-05-16,1116181800,40.7,22.1,31.8,45.0,22.1,33.2,17.2,43.6,0.0,0.0,0.0,,,,,5.4,322.4,1002.0,7.5,4.0,,,,05:33:02,1116201782,19:14:36,1116251076,0.25,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-05-17,1116268200,41.2,23.9,32.1,46.2,23.9,34.1,18.1,45.1,0.0,0.0,0.0,,,,,3.6,320.0,1001.9,28.0,4.0,,,,05:32:26,1116288146,19:15:14,1116337514,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-05-18,1116354600,39.4,28.1,33.5,42.9,28.2,34.9,17.8,40.3,0.0,0.0,0.0,,,,,18.4,61.2,1001.8,18.6,4.0,,,,05:31:52,1116374512,19:15:52,1116423952,0.32,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-05-19,1116441000,38.1,23.1,29.7,41.8,23.1,30.8,18.2,52.3,0.0,0.0,0.0,,,,,3.6,140.0,1002.5,10.0,4.0,,,,05:31:19,1116460879,19:16:30,1116510390,0.35,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-05-20,1116527400,39.9,24.4,31.3,40.1,24.4,31.0,14.1,37.1,0.0,0.0,0.0,,,,,5.4,344.2,999.8,23.3,4.0,,,,05:30:48,1116547248,19:17:08,1116596828,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-05-21,1116613800,39.7,26.1,32.3,38.3,26.1,31.5,13.2,33.6,0.0,0.0,0.0,,,,,11.2,360.0,1001.5,57.5,4.0,,,,05:30:18,1116633618,19:17:45,1116683265,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-05-22,1116700200,38.7,24.4,32.8,37.7,24.4,32.0,13.1,33.2,0.0,0.0,0.0,,,,,3.6,320.0,1002.2,42.9,4.0,,,,05:29:49,1116719989,19:18:22,1116769702,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-05-23,1116786600,39.4,27.9,33.2,38.0,27.5,32.5,13.2,32.2,0.0,0.0,0.0,,,,,7.6,302.2,1002.5,62.5,3.5,,,,05:29:21,1116806361,19:18:58,1116856138,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-05-24,1116873000,39.2,30.7,34.9,37.1,30.0,33.6,12.0,26.9,0.0,0.0,0.0,,,,,5.4,320.0,1003.4,12.5,4.0,,,,05:28:55,1116892735,19:19:34,1116942574,0.5,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-05-25,1116959400,41.2,23.2,32.3,39.1,23.2,31.2,10.8,31.9,0.0,0.0,0.0,,,,,7.6,320.0,1002.4,35.7,4.0,,,,05:28:31,1116979111,19:20:10,1117029010,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-05-26,1117045800,40.2,28.9,35.7,39.4,28.6,34.6,12.4,26.1,0.5,100.0,4.17,['rain'],,,,11.2,339.3,1002.2,60.0,4.0,,,,05:28:08,1117065488,19:20:45,1117115445,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,['42101099999'],obs,
2005-05-27,1117132200,38.9,26.9,32.4,37.7,26.9,31.8,13.1,32.7,0.0,0.0,0.0,,,,,7.6,334.2,1004.4,11.3,4.0,,,,05:27:46,1117151866,19:21:20,1117201880,0.62,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-05-28,1117218600,40.9,22.1,32.9,38.7,22.1,31.9,11.8,32.1,0.0,0.0,0.0,,,,,7.6,320.0,1002.8,7.1,4.0,,,,05:27:25,1117238245,19:21:55,1117288315,0.66,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-05-29,1117305000,38.2,24.4,31.3,38.2,24.4,30.9,14.3,37.4,0.0,0.0,0.0,,,,,9.4,320.0,1003.2,37.1,4.0,,,,05:27:06,1117324626,19:22:28,1117374748,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-05-30,1117391400,38.1,27.1,32.1,38.7,27.4,32.2,15.5,38.3,0.0,0.0,0.0,,,,,7.6,320.0,1004.7,64.3,4.0,,,,05:26:49,1117411009,19:23:02,1117461182,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-05-31,1117477800,38.4,23.9,30.0,37.3,23.9,29.7,15.0,43.8,0.0,0.0,0.0,,,,,11.2,320.0,1003.0,0.0,4.0,,,,05:26:33,1117497393,19:23:34,1117547614,0.76,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-06-01,1117564200,39.4,30.2,35.5,37.9,29.7,34.3,12.1,25.9,0.0,0.0,0.0,,,,,9.4,320.0,999.0,0.0,4.0,,,,05:26:18,1117583778,19:24:07,1117634047,0.8,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-06-02,1117650600,41.2,24.1,33.7,41.1,24.1,33.5,14.9,35.4,0.0,0.0,0.0,,,,,7.6,320.0,997.9,6.3,4.0,,,,05:26:05,1117670165,19:24:38,1117720478,0.83,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-06-03,1117737000,40.6,25.1,33.7,41.2,25.1,34.0,16.0,36.7,0.0,0.0,0.0,,,,,11.2,320.0,997.4,11.3,3.8,,,,05:25:53,1117756553,19:25:09,1117806909,0.87,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-06-04,1117823400,43.1,24.2,35.6,43.2,24.2,36.0,16.0,35.6,0.0,0.0,0.0,,,,,5.4,320.0,996.0,6.7,4.0,,,,05:25:42,1117842942,19:25:39,1117893339,0.91,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-06-05,1117909800,43.2,26.1,32.9,45.7,26.1,33.8,17.3,41.4,0.0,0.0,0.0,,,,,3.6,320.0,996.2,15.0,4.0,,,,05:25:33,1117929333,19:26:08,1117979768,0.94,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-06-06,1117996200,39.7,24.1,30.5,44.3,24.1,31.7,18.8,51.8,0.5,100.0,4.17,['rain'],,,,18.4,6.2,999.6,42.9,3.7,,,,05:25:26,1118015726,19:26:37,1118066197,0.98,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,['42101099999'],obs,
2005-06-07,1118082600,36.6,23.1,30.5,41.7,23.1,33.3,21.3,60.4,0.0,0.0,0.0,,,,,7.6,136.5,999.2,42.5,3.8,,,,05:25:19,1118102119,19:27:04,1118152624,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-06-08,1118169000,36.6,26.1,30.6,37.6,26.1,31.5,18.9,51.4,0.0,0.0,0.0,,,,,7.6,358.8,998.9,31.4,4.0,,,,05:25:15,1118188515,19:27:31,1118239051,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-06-09,1118255400,39.7,23.6,32.9,45.1,23.6,35.7,20.6,50.9,0.2,100.0,4.17,['rain'],,,,24.1,288.0,996.7,12.9,3.6,,,,05:25:11,1118274911,19:27:57,1118325477,0.08,Rain,Clear conditions throughout the day with late afternoon rain.,rain,['42101099999'],obs,
2005-06-10,1118341800,36.7,22.1,28.6,41.8,22.1,31.0,21.4,67.1,2.8,100.0,4.17,['rain'],,,,5.4,322.4,998.2,11.7,4.0,,,,05:25:09,1118361309,19:28:22,1118411902,0.11,Rain,Clear conditions throughout the day with early morning rain.,rain,['42101099999'],obs,
2005-06-11,1118428200,39.7,27.2,33.7,40.9,29.0,36.2,20.0,48.5,0.0,0.0,0.0,,,,,5.4,320.0,997.5,0.0,2.8,,,,05:25:08,1118447708,19:28:47,1118498327,0.14,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-06-12,1118514600,38.1,27.9,32.4,40.1,28.4,34.5,19.4,48.0,0.0,0.0,0.0,,,,,9.4,320.0,998.6,40.0,2.4,,,,05:25:09,1118534109,19:29:10,1118584750,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-06-13,1118601000,38.7,28.2,33.5,40.3,29.9,35.4,19.2,45.1,0.0,0.0,0.0,,,,,9.4,313.5,1000.0,7.1,2.1,,,,05:25:11,1118620511,19:29:32,1118671172,0.21,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-06-14,1118687400,38.4,27.6,33.0,40.9,29.9,35.7,20.6,50.7,0.0,0.0,0.0,,,,,7.6,305.7,1000.5,16.3,2.9,,,,05:25:14,1118706914,19:29:53,1118757593,0.24,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-06-15,1118773800,40.1,26.2,34.0,42.2,26.2,36.2,20.0,46.7,0.0,0.0,0.0,,,,,5.4,299.0,998.4,0.0,4.0,,,,05:25:19,1118793319,19:30:14,1118844014,0.25,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-06-16,1118860200,41.2,26.9,34.1,44.6,29.0,37.2,20.9,49.0,0.0,0.0,0.0,,,,,3.6,320.0,996.1,0.0,4.0,,,,05:25:25,1118879725,19:30:33,1118930433,0.31,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-06-17,1118946600,41.9,27.9,35.0,46.7,30.4,39.1,21.6,48.6,0.0,0.0,0.0,,,,,5.4,320.0,994.8,6.3,4.0,,,,05:25:32,1118966132,19:30:51,1119016851,0.34,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-06-18,1119033000,41.4,29.1,34.8,48.5,31.8,39.7,22.4,50.5,0.0,0.0,0.0,,,,,7.6,334.4,994.5,34.3,3.7,,,,05:25:41,1119052541,19:31:07,1119103267,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-06-19,1119119400,42.1,27.4,36.4,50.7,30.6,43.4,23.9,51.2,0.0,0.0,0.0,,,,,9.4,320.0,994.4,5.7,4.0,,,,05:25:50,1119138950,19:31:23,1119189683,0.4,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-06-20,1119205800,44.1,28.4,37.8,51.3,33.4,44.8,24.4,49.4,0.0,0.0,0.0,,,,,7.6,320.0,993.8,18.6,4.0,,,,05:26:01,1119225361,19:31:38,1119276098,0.44,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-06-21,1119292200,42.1,31.7,36.5,53.0,38.1,46.4,25.8,55.5,0.0,0.0,0.0,,,,,7.6,348.2,996.0,32.5,4.0,,,,05:26:13,1119311773,19:31:51,1119362511,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-06-22,1119378600,42.1,31.7,36.7,53.3,40.2,48.5,26.8,58.8,0.0,0.0,0.0,,,,,3.6,182.1,996.3,38.6,4.0,,,,05:26:27,1119398187,19:32:03,1119448923,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-06-23,1119465000,38.7,30.1,34.1,51.4,38.0,45.6,27.3,68.9,0.0,0.0,0.0,,,,,9.4,126.7,995.7,18.6,4.0,,,,05:26:41,1119484601,19:32:14,1119535334,0.54,Clear,Clear conditions throughout the day.,clear-day,['42101099999'],obs,
2005-06-24,1119551400,38.4,29.1,33.7,49.8,37.4,43.7,26.6,68.4,0.0,0.0,0.0,,,,,7.6,124.0,995.2,28.8,4.0,,,,05:26:57,1119571017,19:32:23,1119621743,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-06-25,1119637800,39.7,29.7,34.7,50.9,36.4,43.0,24.9,59.3,0.0,0.0,0.0,,,,,9.4,118.4,994.8,42.9,4.0,,,,05:27:13,1119657433,19:32:31,1119708151,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-06-26,1119724200,30.2,24.1,27.9,39.2,24.1,32.8,26.0,89.9,68.0,100.0,8.33,['rain'],,,,9.4,113.9,996.3,82.9,3.7,,,,05:27:31,1119743851,19:32:38,1119794558,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['42101099999'],obs,
2005-06-27,1119810600,32.7,26.1,29.4,44.5,26.1,36.6,26.6,85.4,13.0,100.0,4.17,['rain'],,,,9.4,120.2,996.0,76.3,3.8,,,,05:27:50,1119830270,19:32:44,1119880964,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,['42101099999'],obs,
2005-06-28,1119897000,31.7,25.1,28.5,42.0,25.1,34.2,26.4,89.0,0.8,100.0,8.33,['rain'],,,,9.4,125.6,996.0,67.5,4.0,,,,05:28:10,1119916690,19:32:48,1119967368,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,['42101099999'],obs,
2005-06-29,1119983400,32.7,28.1,30.0,41.1,33.6,37.5,26.3,80.8,0.2,100.0,4.17,['rain'],,,,7.6,129.2,996.7,83.8,4.0,,,,05:28:30,1120003110,19:32:51,1120053771,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['42101099999'],obs,
2005-06-30,1120069800,34.1,28.1,30.7,42.1,34.3,38.5,26.1,77.1,0.0,0.0,0.0,,,,,7.6,170.6,995.9,32.9,3.7,,,,05:28:52,1120089532,19:32:53,1120140173,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-07-01,1120156200,35.1,27.9,30.8,44.7,32.8,37.7,25.6,74.9,0.0,0.0,0.0,,,,,7.6,353.1,996.4,41.3,4.0,,,,05:29:15,1120175955,19:32:53,1120226573,0.82,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,['42101099999'],obs,
2005-07-02,1120242600,33.1,27.2,29.3,41.2,30.8,34.8,25.2,79.6,0.0,0.0,0.0,,,,,5.4,130.6,996.9,55.0,3.6,,,,05:29:38,1120262378,19:32:51,1120312971,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['42101099999'],obs,
2005-07-03,1120329000,27.7,24.1,26.5,32.3,24.1,29.0,24.8,90.3,26.0,100.0,8.33,['rain'],,,,3.6,82.3,997.5,76.3,3.8,,,,05:30:03,1120348803,19:32:49,1120399369,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,['42101099999'],obs,
